fonte,estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,CarouselStudio,Spain,Las Palmas de Gran Canaria,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Softgames,Germany,Berlin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 5 vaga(s) na planilha, de outras areas: Content Designer; Game Designer; Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,El Guiri Studios,Spain,Madrid,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Storyboard Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,welevel,Germany,Munich,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Foliage Artist; Sound Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Lionsgate,United States,Santa Monica,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: HR Coordinator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Critical Path Games,Canada,Burnaby,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Baleuko,Spain,Durango,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Motive,Canada,Montreal,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Game Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,New Moon Production,Germany,Hamburg,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Product Manager. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,SPIN VFX,Canada,Toronto,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: HR Manager. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Good Karma Entertainment,Italy,Milan,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Production Assistant. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Astrid Entertainment,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Gameplay Engineer; UI/UX Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,The Sweetspot,Germany,Hamburg,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Art Director; Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Halon,Scotland,Glasgow,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Technical Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Snap Finger Click,England,Brighton,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Los York,United States,Santa Monica,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Head of Production. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,High Palma Studios,Ukraine,,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Digital Sun Games,Spain,Valencia,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Rigging Artist; VFX Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Here Now Films,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Film Editor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Swift Games,Germany,Berlin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: QA Tester. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Evil Empire,France,Bordeaux,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: 3D Artist; Game Director; Programmer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Ricochet TV Production,England,Brighton,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Offline Editor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Blump Studio,France,Paris,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: 2D/3D Artist; Matte Painter/Concept Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Factory Studios,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Nordeus,Serbia,Belgrade,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Marketing Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Firefly Studios,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Cinematic Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Second Star Games,England,Warrington,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Animator, 3D; Background Artist; Cutscene Director; Technical Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Titanium Clad Studios,United States,,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,UPP,Czech Republic,Prague,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Motion Designer; Project Coordinator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Studio Wildcard,United States,Bellevue,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Technical Animator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,JAM Media,Northern Ireland,Belfast,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Spinny Hat Studios,Canada,Calgary,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Lighting Artist; Technical Animator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,GrandSon Creative,United States,Culver City,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Art Director; Production Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Flow Postproduction,Belgium,Antwerp,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Producer; VFX Supervisor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Elephant Goldfish,Ireland,Dublin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Compositing Supervisor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,The Heist,Canada,Toronto,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 6 vaga(s) na planilha, de outras areas: Art Director; Motion Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Broadwick Studio,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Design Director; Retail Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Minetta Interactive,United States,New York City,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: UI/UX Designer; Unity Developer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Land & Sea,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Programmer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Coal Car Studio,Canada,Vancouver,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,The Kobold Collective,Canada,Toronto,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Gameplay Developer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Skymap Games,Canada,,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Engineer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Headland Archaeology,England,Cleckheaton,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Illustrator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Weta Workshop,New Zealand,Wellington,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Art Director; Concept Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,EA Create,Canada,Edmonton,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Hardsuit Labs,Canada,,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Level Designer; Technical Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Brain Jar Games,United States,San Francisco,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Sound Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Turnip & Duck,Ireland,Dublin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Audio Assistant Trainee; Production & Digital Assistant Trainee. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Six Studios,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Production Coordinator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Together,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Motion Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Unorthodox,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: 3D Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,The Charactershop,England,Worcester,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Production Coordinator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Coffee Stain Studios,Sweden,Stockholm,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Art Director. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,The Three Thousands,Australia,Melbourne,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Software Engineer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Scholar,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Compositor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Magic Beans Studios,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Storyboard Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,KOTOC,Spain,Barcelona,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: 3D Artist; Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Media Molecule,England,Guildford,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: UI Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Lightspeed Studios,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Technical Animator; Technical Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Firesprite,England,Liverpool,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Alane Adams Studios,United States,Orange County,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Screenwriter. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Fathom VFX,New Zealand,Auckland,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Compositor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Ironbelly Studios,Canada,Montreal,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Backend Engineer; Gameplay Developer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,SHARKBYTE,United States,,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Storyboard Artist; Writer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Chess.com,United States,Orem,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Product Manager; UI/UX Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Nethertales LLC,United States,Philadelphia,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Adam's Animation Academy,England,Manchester,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Rigging Artist, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Gismart,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
