# FILA DA EUROPA (+ Oceania), colhida do gamedevmap em 08/09 a pedido do Vini.
# 4148 estudios unicos em 23 valores de pais. 2495 a campanha nunca tocou (nome nem dominio);
# 2072 desses tambem estao em escopo (tipo com time de arte).
# Colheita: https://www.gamedevmap.com/index.php?location=&country=<Pais>&state=&city=&query=&type=&start=<1|101|201|...>&count=100
#
# TRES ARMADILHAS MEDIDAS NESTA COLHEITA:
# (1) PAGINACAO NAO E page=. E start= com count=. Prova medida hoje na Suecia:
#     start=1   -> "10 Chambers" ... "Coldwood Interactive"
#     start=101 -> "Collecting Smiles" ... "Frostrok"   (nomes DIFERENTES, pagina de verdade)
#     page=2    -> "10 Chambers" ... "Coldwood Interactive"  (IDENTICA a pagina 1, armadilha)
#     Com page= a Suecia teria virado 100 estudios em vez de 644.
# (2) http:// PURO FALHA NESTE AMBIENTE (a ponte local responde "use CONNECT" e devolve 400 com
#     corpo vazio, fazendo o site parecer morto). Sempre https://.
# (3) O REINO UNIDO NAO EXISTE COMO UM PAIS SO no gamedevmap. country=United Kingdom devolve
#     apenas 17 residuos. O Reino Unido esta partido em England (790), Scotland (101), Wales (27)
#     e Northern Ireland (21) = 939. Quem pedir so "United Kingdom" perde 922 estudios.
#     Pela mesma logica a Tchequia e "Czechia", nao "Czech Republic" (que devolve zero).
# (4 - de 06/09, ainda vale) pagina de menos de 10 KB nao e pais vazio, e o firewall GoDaddy
#     recusando o IP. Espere 20s e repita.
#
# ORDENACAO: por densidade de cidade (Londres, Estocolmo, Helsinque, Copenhague, Malmo, Dublin,
# Berlim, Hamburgo, Munique, Paris, Bordeaux, Montpellier, Amsterda, Varsovia, Cracovia, Barcelona,
# Madri, Praga, Lisboa, Milao), depois pais e nome.
#
# COLUNAS: nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
#   conhecido: NOVO | ja conhecido (painel/csv) | ja na fila gamedevmap 06/09
#   escopo:    em-escopo | fora-de-escopo (Investment, Organization, Health, School, Recruiting...)
#   triagem:   nao-triado | o veredito da triagem de 08/09 quando houve
nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
Dark Jay Studio,Developer,Gdansk,West Pomeranian,Poland,https://darkjay.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Desert Fox,Microstudio,Zielona Góra,Lubusz,Poland,https://desertfox.itch.io/,NOVO,em-escopo,nao-triado
Destructive Creations,Developer,Gliwice,Silesia,Poland,https://destructivecreations.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Detalion,Developer,Rzeszow,Subcarpathia,Poland,http://www.detalion.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Digital Daredevils,Developer,Wroclaw,Lower Silesia,Poland,https://digitaldaredevils.pl/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Digital Melody,Mobile,Grodzisk Mazowiecki,Masovian,Poland,https://digitalmelody.eu/,NOVO,em-escopo,nao-triado
Disco Angels,Developer,Lodz,Lodz,Poland,https://disco-angels.itch.io/heartbreaker,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Donkey Crew,Developer,Wroclaw,Lower Silesia,Poland,https://www.donkey.team/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.donkey.team/jobs/game-ux-specialist
Egobounds,Developer,Olsztyn,Warminsko-Mazurskie,Poland,https://www.egobounds.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Electric Succubi,Developer,Wejherowski,Pomorskie,Poland,https://keeperrl.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Electric Succubi,Developer,Wroclaw,Lower Silesia,Poland,https://keeperrl.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Eremite Games,Developer,Wroclaw,Lower Silesia,Poland,https://eremitegames.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Event Horizon,Developer,Gdynia,Pomorskie,Poland,https://www.evehor.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Evil Entity,Microstudio,Lublin,Lubelskie,Poland,https://evilentity.itch.io/,NOVO,em-escopo,nao-triado
Exor Studios,Developer,Szczecin,West Pomeranian,Poland,https://www.exorstudios.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Far From Home,Developer,Wroclaw,Lower Silesia,Poland,https://www.farfromhomegames.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.farfromhomegames.com/en/ofertypracy
Far From Home Games,Developer,Wroclaw,Lower Silesia,Poland,https://www.farfromhomegames.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.farfromhomegames.com/en/ofertypracy
Flying Wild Hog,Developer,Rzeszow,Subcarpathia,Poland,https://flyingwildhog.com/,ja conhecido (painel/csv),em-escopo,nao-triado
Fool’s Theory,Developer,Bielsko-Biala,Silesia,Poland,https://foolstheory.com/,ja conhecido (painel/csv),em-escopo,"quadro Teamtailor vivo, unica de arte e Technical Artist - fora da disciplina"
Forever Entertainment,Developer and Publisher,Gdynia,Pomorskie,Poland,https://forever-entertainment.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Forever Seed Fund,Investment,Gdynia,Pomorskie,Poland,https://foreverseedfund.com/,NOVO,fora-de-escopo,nao-triado
Free Fall Entertainment,Developer,Wroclaw,Lower Silesia,Poland,https://www.freefallgames.dev/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
FUMES Team,Developer,Lodz,Lodz,Poland,https://tarkovsky.itch.io/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Gamedust,Developer and Publisher,Poznan,Greater Poland,Poland,https://www.gamedust.co,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Glivi Games,Developer,Gliwice,Silesia,Poland,http://www.glivigames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Heavy Shield Games,Microstudio,Starogardzki,Pomorskie,Poland,https://www.artstation.com/wisniewskiw,ja conhecido (painel/csv),em-escopo,nao-triado
Huuuge Games,Mobile,Bydgoszcz,Kuyavian-Pomeranian,Poland,https://huuugegames.com/,NOVO,em-escopo,"quadro Recruitee vivo, 7 vagas, nenhuma de arte"
Huuuge Games,Mobile,Szczecin,West Pomeranian,Poland,https://huuugegames.com/,NOVO,em-escopo,"quadro Recruitee vivo, 7 vagas, nenhuma de arte"
Illusion Ray,Developer,Szczecin,West Pomeranian,Poland,https://illusionray.com/,ja conhecido (painel/csv),em-escopo,nao-triado
IMGN.PRO,Developer and Publisher,Bielsko-Biala,Silesia,Poland,https://imgn.pro/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Infinite Dreams,Developer,Gliwice,Silesia,Poland,https://www.idreams.pl,ja conhecido (painel/csv),em-escopo,nao-triado
Iron Wolf Studio,Developer,Katowice,Silesia,Poland,https://ironwolfstudio.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Jujubee,Developer,Katowice,Silesia,Poland,https://www.jujubee.pl,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://jujubee.pl/careers/
Kodera Software,Microstudio,Będzin,Silesia,Poland,https://koder.itch.io/dv-rings-of-saturn,NOVO,em-escopo,nao-triado
Laki Studios,Developer,Katowice,Silesia,Poland,,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Live Motion Games,Developer,Katowice,Silesia,Poland,https://livemotiongames.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
LK Avalon,Online,Swilcza,Swilcza,Poland,https://www.lkavalon.com,NOVO,em-escopo,nao-triado
Lubsoft,Microstudio,Lublin,Lubelskie,Poland,https://www.piotrjastrzebski.io/,NOVO,em-escopo,nao-triado
Mechanistry,Developer,Gdansk,Pomorskie,Poland,https://www.mechanistry.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://mechanistry.com/careers
Michal Wiklinski,Developer,Wroclaw,Lower Silesia,Poland,https://bearnardthegame.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Mighty Koi,Developer,Lublin,Lubelskie,Poland,https://www.mighty-koi.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Monster Couch,Developer,Poznan,Greater Poland,Poland,https://monstercouch.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.monstercouch.com/careers/
Mooneaters,Developer,Olsztyn,Warminsko-Mazurskie,Poland,https://www.mooneaters.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Moonmana,Developer,Gdansk,Pomorskie,Poland,https://moonmana.com/,ja conhecido (painel/csv),em-escopo,"as mencoes a Character artists e 3D Artists sao catalogo de servico de outsourcing, nao vaga"
Moral Anxiety Studio,Developer,Wroclaw,Lower Silesia,Poland,https://moralanxietystudio.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
MuHa Games,Microstudio,Poznan,Greater Poland,Poland,http://muhagames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Nawia Games,Developer,Gdansk,Pomorskie,Poland,https://www.nawiagames.com,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://nawiagames.com/jobs/
No Gravity Games,Publisher,Olszewnica Stara,Masovian,Poland,https://nogravitygames.com/,NOVO,fora-de-escopo,nao-triado
People Can Fly,Developer,Lodz,Lodz,Poland,https://www.peoplecanfly.com,ja conhecido (painel/csv),em-escopo,quadro SmartRecruiters vivo; Principal Character Artist esta em Montreal (fora da Europa) e o Senior Asset Artist Hard Surface esta em Varsovia
People Can Fly,Developer,Rzeszow,Subcarpathia,Poland,https://www.peoplecanfly.com,ja conhecido (painel/csv),em-escopo,nao-triado
Petums,Developer,Bytom,Silesia,Poland,https://petums.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Pixel Perfect Dude,Developer,Kalisz,Greater Poland,Poland,https://pixelperfectdude.com/,ja conhecido (painel/csv),em-escopo,nao-triado
PixelAnt (Sumo Digital),Developer,Wroclaw,Lower Silesia,Poland,https://pixelantgames.com/,ja na fila gamedevmap 06/09,em-escopo,VAGA VIVA Experienced 3D Character Artist (eRecruiter) - VETO ESCRITO de idioma: exige polones comunicativo
Playsoft Games,Developer,Gdansk,Pomorskie,Poland,https://www.playsoftgames.com,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://playsoftgames.com/wp-content/themes/playsoft/css/page-careers.css
PlayWay,Publisher,Klomnice,Silesian,Poland,https://www.playway.com,NOVO,fora-de-escopo,nao-triado
PlayWay,Publisher,Koszalin,Middle Pomerania,Poland,https://www.playway.com,NOVO,fora-de-escopo,nao-triado
PlayWay,Publisher,Przesmyki,Masovian,Poland,https://www.playway.com,NOVO,fora-de-escopo,nao-triado
PlayWay,Publisher,Rzeszow,Subcarpathia,Poland,https://www.playway.com,NOVO,fora-de-escopo,nao-triado
PlayWay,Publisher,Torun,Kuyavian-Pomeranian,Poland,https://www.playway.com,NOVO,fora-de-escopo,nao-triado
PlayWay,Publisher,Wroclaw,Lower Silesia,Poland,https://www.playway.com,NOVO,fora-de-escopo,nao-triado
PlayWay,Publisher,Zabrze,Silesia,Poland,https://www.playway.com,NOVO,fora-de-escopo,nao-triado
Polished Games,Developer,Wroclaw,Lower Silesia,Poland,https://polishedgames.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Prime Bit Games SA,Developer,Rzeszow,Subcarpathia,Poland,https://primebitgames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Product Madness Poland (Aristocrat),Mobile,Gdansk,Pomorskie,Poland,https://productmadness.com/,NOVO,em-escopo,porta-ok (workday detectado): https://www.productmadness.com/
Punk Notion,Developer,Gliwice,Silesia,Poland,http://www.punknotion.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Pyramid Games,Developer,Lublin,Lubelskie,Poland,https://pyramid.games/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Questline (Awaken Realms),Developer,Wrocław,Lower Silesia,Poland,https://www.taintedgrail.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Raba Games,Developer,Zielona Gora,Lubusz,Poland,https://www.rabagames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Red Dot Games,Developer,Rzeszow,Subcarpathia,Poland,https://www.reddotgames.pl,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Render Cube,Developer,Lodz,Lodz,Poland,https://rendercube.pl/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://rendercube.pl/join-us/
Robot Gentlemen,Developer,Poznan,Greater Poland,Poland,https://www.robotgentleman.com,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Sad Cat Studios,Developer,Gdansk,Pomorskie,Poland,https://www.sadcat.studio/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Silden,Developer,Torun,Kuyavian-Pomeranian,Poland,https://www.silden.eu/en,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Slavic Magic,Developer,Gdansk,Pomorskie,Poland,https://manorlords.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://manorlords.com/jobs
Something Random Games,Extended Reality (XR),Lodz,Lodz,Poland,https://somethingrandom.com/,NOVO,em-escopo,porta-ok:https://somethingrandom.com/#careers
Spectral Games,Developer,Katowice,Silesia,Poland,https://www.spectralgames.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.spectralgames.com/careers/
Spil Games Eastern Europe,Developer and Publisher,Ruda Slaska,Silesian,Poland,https://www.spilgames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Split Light Studios,Developer,Slupsk,Pomorskie,Poland,https://www.splitlightstudio.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
StrategyLabs,Developer,Hornowek,Masovian,Poland,https://strategy-labs.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Super Sexy Software,Developer,Gdynia,Pomorskie,Poland,http://supersexysoftware.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Superhot Team,Developer,Lodz,Lodz,Poland,https://www.superhotgame.com,ja na fila gamedevmap 06/09,em-escopo,porta-ok (homerun detectado): https://jobs.superhotgame.com/
Take IT Studio!,Developer,Katowice,Silesia,Poland,https://takeitstudio.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://takeitstudio.com/careers/
TakeIT Studio,Developer,Katowice,Silesia,Poland,https://takeitstudio.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://takeitstudio.com/careers/
Techland,Developer,Wroclaw,Lower Silesia,Poland,https://www.techland.pl,ja conhecido (painel/csv),em-escopo,VAGA VIVA Character Artist (SmartRecruiters) - sem veto escrito
Ten Square Games,Mobile,Wroclaw,Lower Silesia,Poland,https://tensquaregames.com/,ja conhecido (painel/csv),em-escopo,quadro recruitee em dominio proprio (https://career.tensquaregames.com) - sem vaga da disciplina hoje
The Farm 51,Developer,Gliwice,Silesia,Poland,https://www.thefarm51.com,ja conhecido (painel/csv),em-escopo,nao-triado
The Farm 51,Developer,Katowice,Silesia,Poland,https://www.thefarm51.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.thefarm51.com/eng/praca/
The Knights of Unity,Developer,Wroclaw,Lower Silesia,Poland,https://www.theknightsofunity.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://theknightsofu.com/career/
Torquemada Games,Developer,Katowice,Silesia,Poland,https://www.torquemada-games.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.torquemada-games.com/jobs.html
Truck World Studio,Developer,Katowice,Silesia,Poland,http://truckworldstudio.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Two Horizons,Developer,Wroclaw,Lower Silesia,Poland,https://twohorizons.pl/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://twohorizons.pl/careers
Vivid Games,Mobile,Bydgoszcz,Kuyavian-Pomeranian,Poland,https://vividgames.com/,NOVO,em-escopo,quadro teamtailor em dominio proprio (https://jobs.vividgames.com) - sem vaga da disciplina hoje
Vixa Games,Developer,Gdansk,Pomorskie,Poland,https://www.vixagames.com,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Aden Interactive,Developer and Publisher,Caldas da Rainha,Leiria,Portugal,https://adeninteractive.com/,ja conhecido (painel/csv),em-escopo,nao-triado
Aden X,Extended Reality (XR),Caldas da Rainha,Leiria,Portugal,https://adenxr.com/,NOVO,em-escopo,nao-triado
Arkadium,Developer,Porto,Grande Porto,Portugal,https://www.arkadium.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok (workable detectado): https://corporate.arkadium.com/careers/
Bandai Namco Entertainment Portugal,Publisher,Sintra,Lisbon,Portugal,https://en.bandainamcoent.eu/,NOVO,fora-de-escopo,nao-triado
BIGMOON Entertainment,Developer,Porto,Grande Porto,Portugal,https://www.bigmoonstudios.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Digitality Games,Developer,Fundão,Castelo Branco,Portugal,https://digitalitygames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Dobsware,Mobile,Funchal,Madeira,Portugal,https://www.dobsware.com,NOVO,em-escopo,nao-triado
Exclusible,Developer,Carnaxide,Oeiras,Portugal,https://www.exclusible.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Ground Control Studios,Developer,Porto,Grande Porto,Portugal,https://www.gcontrolgames.com,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Headless Studio,Serious Games,Porto,Grande Porto,Portugal,https://www.headless.studio,NOVO,em-escopo,porta-ok:https://www.headless.studio/careers
Kwalee,Developer and Publisher,Almada,Lisbon,Portugal,https://kwalee.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Moonberry Studios,Developer,Porto,Grande Porto,Portugal,https://www.moonberry-studios.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Once a Bird Games,Developer,Porto,Grande Porto,Portugal,https://www.onceabird.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Poke Life Studio,Developer,Braga,Braga,Portugal,https://www.pokelifestudio.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Praxis Games,Microstudio,Beja,Odemira,Portugal,https://www.interstellarspacegame.com/praxis-games/,NOVO,em-escopo,nao-triado
Scopely,Developer,Porto,Grande Porto,Portugal,https://www.scopely.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://careers.scopely.com/us/en
Spawn Studios,Developer,Sao Joao da Madeira,Grande Porto,Portugal,https://www.spawnstudios.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
United Ghouls Studio,Developer,Covilha,Centro,Portugal,https://ugs.pt/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Zarc Attack,Developer,Leiria,Leiria,Portugal,https://zarcattack.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
4J Studios,Developer,Dundee,Angus,Scotland,https://4jstudios.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://4jstudios.com/careers/
4J Studios,Developer,East Linton,East Lothian,Scotland,https://4jstudios.com/,ja conhecido (painel/csv),em-escopo,nao-triado
532 Design,Mobile,Dundee,Angus,Scotland,https://532design.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
8bitSkull,Developer,Edinburgh,Midlothian,Scotland,https://8bitskull.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Aetheric Games,Microstudio,Edinburgh,Midlothian,Scotland,https://bsky.app/profile/hello.aetheric-games.com,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Amicable Animal,Developer,Edinburgh,Midlothian,Scotland,https://amicableanimal.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Ant Workshop,Developer,Edinburgh,Midlothian,Scotland,https://ant-workshop.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Arboreta Games,Microstudio,West Dunbartonshire,West Dunbartonshire,Scotland,https://www.arboretagames.com/,NOVO,em-escopo,nao-triado
Arcade Badgers,Microstudio,Dundee,Angus,Scotland,,NOVO,em-escopo,porta-sem-resposta
Bearhammer,Extended Reality (XR),Edinburgh,Midlothian,Scotland,https://bsky.app/profile/bearhammergames.bsky.social,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Biome Collective,Organization,Dundee,Angus,Scotland,https://www.biomecollective.com/,NOVO,fora-de-escopo,nao-triado
Bit Loom,Developer,Dundee,Angus,Scotland,https://www.bitloomgames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Blazing Griffin,Developer,Edinburgh,Midlothian,Scotland,https://www.blazinggriffin.com/,NOVO,em-escopo,porta-ok:https://www.blazinggriffin.com/who-we-are/careers/
Bleak Mill Games,Developer,Kirkintilloch,Glasgow,Scotland,https://bleakmill.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Brilliant Skies,Developer,Methlick,Aberdeenshire,Scotland,https://www.brilliantskies.co.uk/,NOVO,em-escopo,nao-triado
Build a Rocket Boy,Developer,Edinburgh,Midlothian,Scotland,https://www.buildarocketboy.com/,NOVO,em-escopo,porta-ok:https://www.buildarocketboy.com/join-us
Caledonia Interactive,Developer,Dingwall,Inverness,Scotland,https://www.caledoniainteractive.com/,NOVO,em-escopo,nao-triado
Carnyx Studios,Developer,Edinburgh,Midlothian,Scotland,https://carnyx-studios.com/,NOVO,em-escopo,porta-ok:https://carnyx-studios.com/careers
Chimera Tales,Microstudio,Glasgow,Glasgow,Scotland,https://www.chimeratales.com/,NOVO,em-escopo,nao-triado
Climax Studios (Keywords),Developer,Edinburgh,Midlothian,Scotland,https://www.climaxstudios.com/,NOVO,em-escopo,porta-ok:https://www.climaxstudios.com
Cloud Colony Games,Developer and Publisher,Dunfermline,Fife,Scotland,https://www.cloudcolonygames.com/,NOVO,em-escopo,nao-triado
College Fun Games,Developer,Edinburgh,Midlothian,Scotland,https://www.collegefun.games/,NOVO,em-escopo,porta-sem-resposta
Common Profyt Games,Microstudio,Aberdeen,Scotland,Scotland,https://commonprofytgames.com/,NOVO,em-escopo,nao-triado
Damage State,Developer,Dundee,Angus,Scotland,https://damagestate.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Dave Sapien,Developer,Glasgow,Glasgow,Scotland,http://www.davesapien.com/,NOVO,em-escopo,nao-triado
Deep Crypt Games,Microstudio,Anstruther,Fife,Scotland,https://deepcrypt.games/,NOVO,em-escopo,nao-triado
Denki,Developer,Dundee,Angus,Scotland,https://www.denki.co.uk,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Earthbound Games,Developer,Dundee,Angus,Scotland,,NOVO,em-escopo,porta-sem-resposta
EM Studios,Developer,Glasgow,Glasgow,Scotland,https://www.emstudios.co.uk,NOVO,em-escopo,nao-triado
Epic Games,Developer and Publisher,Edinburgh,Midlothian,Scotland,https://epicgames.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Etherplay,Developer,Dundee,Angus,Scotland,https://etherplay.io/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Evilkookey,Microstudio,Perth,Perth and Kinross,Scotland,https://evilkookey.itch.io/,NOVO,em-escopo,nao-triado
Extra Mile Studios (Reforged Studios),Developer,Glasgow,Glasgow,Scotland,https://emstudios.co.uk/,NOVO,em-escopo,nao-triado
Firefly Studios,Developer,Aberdeen,Scotland,Scotland,https://www.fireflyworlds.com,NOVO,em-escopo,porta-ok:https://www.fireflyworlds.com/careers
Firewood Digital,Microstudio,Edinburgh,Midlothian,Scotland,https://www.firewooddigital.com/,NOVO,em-escopo,porta-ok:https://www.firewooddigital.com/jobs
Fish Tin Games,Developer,Dundee,Angus,Scotland,https://fishtingames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
GameXPlosion,Mobile,Greenock,Glasgow,Scotland,https://www.gamexplosion.com/,NOVO,em-escopo,nao-triado
Glitchers,Mobile,Edinburgh,Midlothian,Scotland,https://www.glitchers.com,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Haiku Interactive,Developer,Edinburgh,Midlothian,Scotland,http://www.haikuinteractive.com/,NOVO,em-escopo,porta-sem-resposta
Hairy Heart Games,Developer,Glasgow,Glasgow,Scotland,https://www.hairyheart.games,NOVO,em-escopo,nao-triado
Hexterion,Microstudio,Glasgow,Glasgow,Scotland,https://hexterion.itch.io/,NOVO,em-escopo,nao-triado
HexWar,Developer and Publisher,Fortrose,Inverness,Scotland,https://www.hexwar.com,NOVO,em-escopo,nao-triado
Hunted Cow Studios,Developer,Elgin,Moray,Scotland,https://www.huntedcow.com,NOVO,em-escopo,nao-triado
Hutch Games,Mobile,Dundee,Angus,Scotland,https://hutch.io,NOVO,em-escopo,porta-ok:https://hutch.io/careers
Hyper Luminal Games,Developer,Dundee,Angus,Scotland,https://www.hyperluminalgames.com,NOVO,em-escopo,"quadro bamboohr vivo, 1 vagas, nenhuma da disciplina"
Hyperfocus Games,Developer,Stirling,Stirling,Scotland,,NOVO,em-escopo,nao-triado
Icebeam Studios,Developer,Dundee,Angus,Scotland,https://www.icebeam.co.uk/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Incentive Games,Developer,Edinburgh,Midlothian,Scotland,https://incentivegames.com/,NOVO,em-escopo,porta-ok:https://incentivegames.com/careers/
Insane Gorilla,Developer,Edinburgh,Midlothian,Scotland,https://insanegorilla.com/,NOVO,em-escopo,porta-ok:https://insanegorilla.com/join-us/
JBSB Studios,Developer,Dundee,Angus,Scotland,https://www.jbsbstudios.co.uk/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Keelworks,Developer,Edinburgh,Midlothian,Scotland,https://www.keelworks.co.uk,NOVO,em-escopo,porta-ok:https://www.keelworks.co.uk/jobs
KO Studio,Developer,Cupar,Fife,Scotland,,NOVO,em-escopo,nao-triado
Konglomerate Games,Serious Games,Dundee,Angus,Scotland,,NOVO,em-escopo,porta-sem-resposta
Kupo Games,Developer,Glasgow,Glasgow,Scotland,https://kupogames.com/,NOVO,em-escopo,nao-triado
Kyle Banks,Developer,Edinburgh,Midlothian,Scotland,https://farewell-north.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Lazy Monday Games,Developer,Edinburgh,Midlothian,Scotland,https://www.lazymondaygames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Lowtek Games,Developer,Dundee,Angus,Scotland,https://www.lowtek.games/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Ludus Pax,Developer,Glasgow,Glasgow,Scotland,https://luduspaxstudios.uk/,NOVO,em-escopo,nao-triado
Made With Numbers,Developer,Edinburgh,Midlothian,Scotland,http://www.madewithnumbers.com,NOVO,em-escopo,porta-sem-resposta
More Fun With Games,Microstudio,Edinburgh,Midlothian,Scotland,https://bsky.app/profile/morefunwith.games,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Neon Wave Studios,Microstudio,Glasgow,Glasgow,Scotland,https://www.neonwavestudios.co.uk/,NOVO,em-escopo,nao-triado
Ninja Kiwi Europe,Developer and Publisher,Dundee,Angus,Scotland,https://ninjakiwi.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
