estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
VIRTUAL LIGHTNING BOX,França,Paris,https://virtuallightningbox.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/virtual-yqfu0uvskb-paris/"
Virtual Production House,França,Elancourt,https://virtualproductionhouse.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/virtual-production-house/"
Vision Age VFX,França,Chagny,https://www.visionage-vfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/vision-age-vfx/"
Vivement Lundi !,França,Rennes,https://www.vivement-lundi.com/vivement-lundi/Accueil-Vivement-Lundi.html,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/vivement-lundi/"
Voxler,França,Marseille,https://voxler.fr,nao,nao_encontrada,,,"Pagina de carreiras lida (https://voxler.fr/#careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/voxler-09ftt541-marseille/"
Werlen Meyer,França,Paris,https://www.werlenmeyer.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/werlen-meyer/"
Wizz / QUAD GROUP,França,Clichy,https://wizz.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/wizz-quad-group/"
XD Productions,França,Bry-sur-Marne,https://www.xdprod.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/xd-productions/"
Xilam Animation,França,Paris,https://xilam.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Xilam Animation. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/xilam-animation/
Zagtoon,França,Paris,https://www.zag-inc.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/zagtoon/"
Digic Pictures,Hungria,Budapest,https://digicgroup.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Digic Pictures. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/digic-pictures/
Moonrock Animation Studio,Hungria,Budapest,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/moonrock-animation-studio/
Brown Bag Films,Irlanda / Canadá,Dublin Bali Toronto,https://www.brownbagfilms.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Brown Bag Films. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/brown-bag-films/
SSVFX,Irlanda,Dublin,https://www.ssvfx.ie,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): SSVFX. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/ssvfx/
CCP Games,Islândia,Reykjavik,https://www.ccpgames.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.ccpgames.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/ccp-games/"
Gagarin,Islândia,Reykjavik,https://www.gagarin.is/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/gagarin/"
Reykjavík IO,Islândia,Reykjavik,https://www.reykjavikio.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/reykjavik-io/"
RVX,Islândia,Reykjavik,https://www.rvx.is/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.rvx.is/jobs/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/rvx/"
Solfar Studios,Islândia,Reykjavik,https://www.solfar.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/solfar-studios/"
Split VFX,Islândia,Reykjavík,https://www.split.is/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/split-vfx/"
Uchi VFX,Itália,Milan,https://www.uchivfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.uchivfx.com/join-us): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/uchi-vfx/"
La Fabrique d’images,Luxemburgo,Luxembourg,https://www.fabrique-d-images.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Fabrique d'Images. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/la-fabrique-dimages/
Studio 352,Luxemburgo,Contern,https://www.melusineproductions.com/aboutus,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/studio-352/
Zeilt Productions,Luxemburgo,Luxembourg,,sim,nao_verificado,,,Ja conhecido pela campanha (nome): ZEILT productions. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/zeilt-productions/
Animasjonshuset,Noruega,Oslo,https://animasjonshuset.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/animasjonshuset/"
Animaskin,Noruega,Oslo,https://www.animaskin.no/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/animaskin/
Clockwork,Noruega,Oslo,https://www.clockwork.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/clockwork/"
Expanse,Noruega,Oslo,https://www.expanse.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/expanse/"
Firegrader,Noruega,Lørenskog,https://www.firegrader.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/firegrader/"
Funcom,Noruega,Oslo,https://www.funcom.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Funcom. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/funcom/
Gimpville,Noruega,Oslo,https://gimpville.no/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Gimpville. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/gimpville/
Helmet,Noruega,Trondheim,https://www.helmet.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/helmet/"
Helping Hand,Noruega,Oslo,https://www.helpinghand.as/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/helping-hand/"
Qvisten,Noruega,Oslo,https://www.qvistenanimation.no/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Qvisten Animation. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/qvisten/
Rendering.no,Noruega,Sandnes,https://rendering.no/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://rendering.no/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/rendering-no/"
Shortcut,Noruega,Oslo,https://shortcutoslo.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/shortcut/"
Snowcastle Games,Noruega,Oslo,https://www.snowcastlegames.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.snowcastlegames.com/jobsmain): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/snowcastle-games/"
Stardust Effects,Noruega,Oslo,https://www.stardusteffects.no/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Stardust Effects. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/stardust-effects/
Steamheads,Noruega,Oslo,https://www.steamheads.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/steamheads/"
Storm Studios,Noruega,Oslo,https://www.stormstudios.no/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Storm Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/storm-studios/
Studio Boi,Noruega,Bergen,https://studioboi.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/studio-boi/"
Sunstone Film &#038; Animasjon,Noruega,Bergen Sunstone Film & Animasjon,https://www.sunstonefilm.no/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/sunstone-film-animasjon/"
Trollcake Studios,Noruega,Oslo,https://www.trollcake.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/trollcake-studios/
VARG Studios,Noruega,Oslo,https://www.vargstudios.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/varg-studios/
Blockhead VFX,Nova Zelândia / Austrália,Auckland Sydney,https://www.blockheadvfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.blockheadvfx.com/join-us/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/blockhead-vfx/"
CAUSE and FX,Nova Zelândia,Auckland,http://www.causeandfx.nz/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/causefx/"
Cirkus,Nova Zelândia,Auckland,https://www.cirkus.nz/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Cirkus. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/cirkus/
Eleven FX,Nova Zelândia,Auckland,https://www.elevenfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.elevenfx.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/eleven-fx/"
Floating Rock,Nova Zelândia,Wellington,https://www.floating-rock.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Floating Rock. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/floating-rock/
Flux Animation Studio,Nova Zelândia,Auckland,https://www.fluxmedia.co.nz/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Flux Animation Studio. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/flux-animation-studio/
Huhu Studios,Nova Zelândia,Snells Beach,https://huhustudios.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/huhu-studios/"
Images &#038; Sound,Nova Zelândia,Auckland Images & Sound,https://www.imagesandsound.co.nz/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/images-sound/"
Nyuk Nyuk Studios,Nova Zelândia,Wellington,https://www.nyuknyuk.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/nyuk-nyuk-studios/"
Park Road Post Production,Nova Zelândia,Wellington,https://www.parkroad.co.nz/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/park-road-post-production/"
Toybox,Nova Zelândia,Auckland,https://www.toybox.co.nz/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/toybox/"
Wētā FX,Nova Zelândia / Austrália / Canadá,Vancouver Melbourne Wellington,https://www.wetafx.co.nz/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Weta FX (Tim Forbes, Creatures Supervisor). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/weta-fx/"
Yukfoo Animation,Nova Zelândia,Auckland,https://www.yukfoo.net/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Yukfoo Animation. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/yukfoo-animation/
3DE,Polônia,Warsaw,https://www.3de.com.pl/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/3de/
Alien Vision,Polônia,Varsovie,https://alien.vision/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/alien-vision/"
Badi Badi,Polônia,Warsaw,https://badibadi.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Badi Badi. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/badi-badi/
Bloober Team,Polônia,Kraków,https://www.blooberteam.com/,nao,nao_encontrada,,,ATS detectado (recruitee) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/bloober-team/
Boombit,Polônia,Gdańsk,https://boombit.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): BoomBit. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/boombit/
CD Projekt Red,Polônia,Warsaw,https://en.cdprojektred.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): CD PROJEKT RED (The Witcher 4). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/cd-projekt-red/
CG Folks,Polônia,Warsaw,https://cgfolks.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/cg-folks/"
Chimney,Polônia,Warsaw,https://www.chimneygroup.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/chimney/"
CI Games,Polônia,Warsaw,https://cigames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): CI Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/ci-games/
Donkey Crew,Polônia,Wroclaw,https://www.donkey.team/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Donkey Crew. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/donkey-crew/
eNStudios,Polônia,Poznań,https://en.enstudios.pl/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/enstudios/
Grupa Smacznego / GS Animation,Polônia,Gdańsk,https://www.g-s.pl/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/grupa-smacznego-gs-animation/"
People Can Fly,Polônia,Warsaw,https://peoplecanfly.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): People Can Fly. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/people-can-fly/
Platige Image,Polônia,Varsaw,https://www.platige.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Platige Image (Bartek Kujbida, Head of Platige Montréal). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/platige/"
Smile,Polônia,Warsaw,https://smile-studios.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://smile-studios.com/jobs/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/smile/"
Techland,Polônia,Wrocław,https://techland.net/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Techland. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/techland/
Televisor,Polônia,Warsaw,https://televisor.pl/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://televisor.studio/career/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/televisor/"
22cans,Reino Unido,Guildford,https://22cans.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): 22cans. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/22cans/
A Productions,Reino Unido,Bristol,https://aproductions.co.uk/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://aproductions.co.uk/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/a-productions/"
Aardman Animations,Reino Unido,Bristol Bristol,https://www.aardman.com,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.aardman.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/aardman-animations/"
Angels &#038; Demons,Reino Unido,Londres Angels & Demons,https://angelsdemons.co.uk/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/angels-demons/
Atomhawk Design,Reino Unido / Canadá,Leamington Spa Gateshead Vancouver,https://atomhawk.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://atomhawk.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/atomhawk-design/"
Avalanche Studios,Reino Unido / Suécia,Liverpool Stockholm Malmö,https://avalanchestudios.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://avalanchestudios.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/avalanche-studios/"
Basilic Fly Studio,Reino Unido / Canadá,Pune Londres Chennai Vancouver,https://www.basilicflystudio.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://basilicflystudio.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/basilic-fly-studio/"
Blinkink,Reino Unido,Londres,https://blinkink.co.uk/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Blinkink (Josef Byrne, EP e fundador). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/blinkink/"
Bolder,Reino Unido,Brighton,https://boldercreative.co.uk/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/bolder/"
BossAlien,Reino Unido,Brighton,https://www.bossalien.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): BossAlien. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/bossalien/
Box Studio,Reino Unido,Brighton,https://www.thisisthebox.co.uk/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/box-studio/
Climax Games,Reino Unido,Portsmouth,https://www.climaxstudios.com,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.climaxstudios.com/join-our-team/jobs/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/climax-games/"
Cloth Cat Animation,Reino Unido,Cardiff,https://www.clothcatanimation.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Cloth Cat Animation. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/cloth-cat-animation/
Coatsink,Reino Unido,Sunderland,https://coatsink.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Coatsink. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/coatsink/
Codemasters,Reino Unido,Southam Warwickshire,https://www.codemasters.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.codemasters.com/en-us/ea-studios/codemasters/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/codemasters/"
Cognitive,Reino Unido,Folkestone,https://www.wearecognitive.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/cognitive/"
Dambuster Studios,Reino Unido,Nottingham,https://www.dsdambuster.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Dambuster Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/dambuster-studios/
Dimension,Reino Unido,London,https://www.dimensionstudio.co/,nao,nao_encontrada,,,ATS detectado (bamboohr) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/dimension/
Dovetail Games,Reino Unido,Chatham,https://dovetailgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Dovetail Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/dovetail-games/
Electric Theatre Collective,Reino Unido,Londres,https://electrictheatre.tv,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Electric Theatre Collective. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/electric-theatre-collective/
Exient,Reino Unido,Leamington Spa,https://www.exient.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/exient/"
Fen Research,Reino Unido,Cambridge,https://www.fenresearch.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/fen-research/"
Fettle Animation,Reino Unido,Huddersfield,https://fettleanimation.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/fettle-animation/
Figment,Reino Unido,Guildford,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/figment/
Fireproof Games,Reino Unido,Guildford,https://www.fireproofgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Fireproof Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/fireproof-games/
Firesprite,Reino Unido,Liverpool,https://www.firesprite.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.firesprite.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/firesprite/"
Flix Interactive,Reino Unido,Bromsgrove,https://www.flixinteractive.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Flix Interactive. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/flix-interactive/
Fortitude Games,Reino Unido,Guildford,https://www.fortitudegames.co.uk/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/fortitude-games/
Freefolk,Reino Unido,London,https://www.freefolk.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Freefolk. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/freefolk/
Frontier,Reino Unido,Cambridge,https://www.frontier.co.uk/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.frontier.co.uk/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/frontier/"
Full Fat,Reino Unido,Warwick,https://www.fullfat.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/full-fat/
Funko Animation Studios,Reino Unido,Bath,https://funkoanimationstudios.tv/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://funkoanimationstudios.tv/jobs): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/funko-animation-studios/"
FuturLab,Reino Unido,Hove,https://futurlab.co.uk/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://futurlab.co.uk/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/futurlab/"
Gutsy Animations,Reino Unido / Finlândia,Bristol Helsinki,https://www.gutsy.fi/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/gutsy-animations/"
Hangar 13,Reino Unido,Brighton,https://hangar13games.com,nao,nao_encontrada,,,"Pagina de carreiras lida (https://hangar13games.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/hangar-13/"
Hello Games,Reino Unido,Guildford,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/hello-games/
Humain,Reino Unido,Belfast,https://humain-studios.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://humain-studios.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/humain/"
IMG Studios,Reino Unido,London,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/img-studios/
Infocandy Animations,Reino Unido,Bristol,https://infocandy.co.uk/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/infocandy-animations/"
iSiteTV,Reino Unido,Colchester,https://isite.solutions/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://isite.solutions/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/isitetv/"
IXOR Visual Effects Studios,Reino Unido,London,https://www.ixorvfx.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): IXOR. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/ixor-visual-effects-studios/
Jagex,Reino Unido,Cambridge,https://www.jagex.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Jagex. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/jagex/
Keyframe Studios,Reino Unido,London,https://www.keyframestudios.co.uk,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/keyframe-studios/
Kuro Animation,Reino Unido,"Gateshead, Tyne & Wear",https://kurodragon.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/kuro-dragon/"
Kwalee,Reino Unido,Leamington Spa,https://www.kwalee.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.kwalee.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/kwalee/"
LIGHT,Reino Unido / França,Londres Royan Paris,https://lightvfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://lightvfx.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/light/"
Lockwood Publishing (LKWD),Reino Unido,Nottingham,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/lockwood-publishing-lkwd/
