nome,pais,site,dominio,token,classe
The Dreamers Guild,,,,thedreamersguild,jogos
The Dust,Poland,https://www.thedust.pl/,thedust.pl,thedust,jogos
The Easy Company,Czech Republic,,,theeasycompany,jogos
The Edge,,,,theedge,jogos
The Farm 51,Poland,http://www.thefarm51.com/,thefarm51.com,thefarm51,jogos
The Fun Pimps,,https://thefunpimps.com/,thefunpimps.com,thefunpimps,jogos
The Game Atelier,France,https://www.game-atelier.com/,game-atelier.com,thegameatelier,jogos
The Game Band,United States,https://thegameband.com/,thegameband.com,thegameband,jogos
The Game Creators,United Kingdom,http://www.thegamecreators.com,thegamecreators.com,thegamecreators,jogos
The Game Factory,,,,thegamefactory,jogos
The Gentlebros,Singapore,https://www.thegentlebros.com,thegentlebros.com,thegentlebros,jogos
The Hidden,United Kingdom,,,thehidden,jogos
The House of Fables,,,,thehouseoffables,jogos
The Iconfactory,United States,https://iconfactory.com/,iconfactory.com,theiconfactory,jogos
The Indie Stone,,,,theindiestone,jogos
The Initiative,United States,https://www.theinitiative.com,theinitiative.com,theinitiative,jogos
The Innocent Devils,,,,theinnocentdevils,jogos
The Irregular Corporation,,https://theirregularcorporation.com/,theirregularcorporation.com,theirregularcorporation,jogos
The Knights of Unity,Poland,http://www.theknightsofunity.com/,theknightsofunity.com,theknightsofunity,jogos
The Learning Company,United States,http://www.learningcompany.com,learningcompany.com,thelearningcompany,jogos
The Loco Shop,,,,thelocoshop,jogos
The Logic Factory,United States,http://www.logicfactory.com/,logicfactory.com,thelogicfactory,jogos
The Men Who Wear Many Hats,,http://hatsproductions.com/,hatsproductions.com,themenwhowearmanyhats,jogos
The Mighty Troglodytes,,http://www.mighty-troglodytes.fr/,mighty-troglodytes.fr,themightytroglodytes,jogos
The Molasses Flood,United States,http://www.themolassesflood.com/,themolassesflood.com,themolassesflood,jogos
The Moon Pirates,,,,themoonpirates,jogos
The New Dimension,,,,thenewdimension,jogos
The Nuttery Entertainment,Sweden,https://nutteryentertainment.com/,nutteryentertainment.com,thenutteryentertainment,jogos
The Odd Gentlemen,,http://www.theoddgentlemen.com/,theoddgentlemen.com,theoddgentlemen,jogos
The Omni Group,United States,https://www.omnigroup.com/,omnigroup.com,theomnigroup,jogos
The Outer Zone,Denmark,https://theouterzone.dk/,theouterzone.dk,theouterzone,jogos
The Outsiders,Sweden,https://theoutsiders.se,theoutsiders.se,theoutsiders,jogos
The Parasight,Poland,https://theparasight.com/,theparasight.com,theparasight,jogos
The Pixel Hunt,France,https://www.thepixelhunt.com/,thepixelhunt.com,thepixelhunt,jogos
The Pocket Dimension,Germany,,,thepocketdimension,jogos
The Quantum Astrophysicists Guild,United States,,,thequantumastrophysicistsguild,jogos
The RamJam Corporation,United Kingdom,,,theramjamcorporation,jogos
The Second Future,,,,thesecondfuture,jogos
The Sims Studio,United States,https://www.thesims.com,thesims.com,thesimsstudio,jogos
The Sixth Hammer,,,,thesixthhammer,jogos
The Software Refinery,United Kingdom,,,thesoftwarerefinery,jogos
The Team Who Must Not Be Named,,,,theteamwhomustnotbenamed,jogos
The Vision Factory,Netherlands,,,thevisionfactory,jogos
The Voxel Agents,Australia,http://www.thevoxelagents.com/,thevoxelagents.com,thevoxelagents,jogos
The Wandering Band,,https://www.thewandering.band/,thewandering.band,thewanderingband,jogos
The Whiz Kidz,Belgium,,,thewhizkidz,jogos
The Whole Experience,United States,,,thewholeexperience,jogos
The World Outside,,,,theworldoutside,jogos
Theatrix Interactive,United States,,,theatrixinteractive,jogos
Thekla,United States,,,thekla,jogos
Theorycraft Games,,https://www.theorycraftgames.com/,theorycraftgames.com,theorycraftgames,jogos
Thepharmacy B.V.,,,,thepharmacybv,jogos
Theta Division,,https://www.thetadivision.com/,thetadivision.com,thetadivision,jogos
Thing Trunk,Poland,https://thingtrunk.com,thingtrunk.com,thingtrunk,jogos
Think!Ware Development,,,,thinkwaredevelopment,jogos
ThinkOfGames,,,,thinkofgames,jogos
Third Wire,United States,http://www.thirdwire.com/,thirdwire.com,thirdwire,jogos
Third World Productions,,https://thirdworldproductions.com.mx/,thirdworldproductions.com.mx,thirdworldproductions,jogos
Thomas Happ Games,,,,thomashappgames,jogos
Thomson Interactive,,,,thomsoninteractive,jogos
Thorium Entertainment,,https://thorium.gg,thorium.gg,thoriumentertainment,jogos
Thornbury Software,,http://thornburysoftware.com/index.html,thornburysoftware.com,thornburysoftware,jogos
Those Awesome Guys,,https://thoseawesomeguys.com/,thoseawesomeguys.com,thoseawesomeguys,jogos
Three Fields Entertainment,United Kingdom,http://www.threefieldsentertainment.com/,threefieldsentertainment.com,threefieldsentertainment,jogos
Three Guys Game Studio,United States,http://www.threeguysgamestudio.com/,threeguysgamestudio.com,threeguysgamestudio,jogos
Three Legged Egg,,https://leggedegg.com/,leggedegg.com,threeleggedegg,jogos
Three Phase Interactive Pty Ltd,,,,threephaseinteractiveptyltd,jogos
Three-Sixty Pacific,United States,,,threesixtypacific,jogos
ThriXXX,Austria,https://www.thri.xxx/,thri.xxx,thrixxx,jogos
Through Games,Netherlands,,,throughgames,jogos
ThroughLine Games,Denmark,https://www.throughlinegames.com/,throughlinegames.com,throughlinegames,jogos
Thunder Lotus Games,Canada,https://thunderlotusgames.com/,thunderlotusgames.com,thunderlotusgames,jogos
Thunderful Development,Sweden,,,thunderfuldevelopment,jogos
Thunkspace,United States,http://thunkspace.com,thunkspace.com,thunkspace,jogos
Thylacine Studios,,https://www.thylacinestudios.com/,thylacinestudios.com,thylacinestudios,jogos
Tianyu Studio Software,,https://tysstudio.com/,tysstudio.com,tianyustudiosoftware,jogos
Tic Toc Games,,https://tictocgames.com/,tictocgames.com,tictocgames,jogos
TicBits Ltd.,,http://www.ticbits.com/,ticbits.com,ticbitsltd,jogos
TickTock Games,,https://www.ticktockgames.com,ticktockgames.com,ticktockgames,jogos
Tidbits Play,Netherlands,,,tidbitsplay,jogos
Tiertex Design Studios,United Kingdom,http://www.tiertex.com/,tiertex.com,tiertexdesignstudios,jogos
Tiger Hill Entertainment,United States,,,tigerhillentertainment,jogos
Tiger Style,United States,http://www.tigerstylegames.com/,tigerstylegames.com,tigerstyle,jogos
TigerQiuQiu,,,,tigerqiuqiu,jogos
Tigon Studios,United States,http://www.tigonstudios.com,tigonstudios.com,tigonstudios,jogos
Tigress Marketing,,,,tigressmarketing,jogos
TikGames,United States,https://www.tikgames.com/,tikgames.com,tikgames,jogos
TiliaSoft,Poland,,,tiliasoft,jogos
Tilted Mill Entertainment,United States,http://www.tiltedmill.com/,tiltedmill.com,tiltedmillentertainment,jogos
Tiltfactor Lab,,,,tiltfactorlab,jogos
Tim Conkling,,,,timconkling,jogos
Timberwolf Studios,,,,timberwolfstudios,jogos
Time Warner Interactive,United States,,,timewarnerinteractive,jogos
Time Warner Interactive Ltd.,United Kingdom,,,timewarnerinteractiveltd,jogos
Time Warp Productions,Germany,,,timewarpproductions,jogos
TimeGate Studios,United States,,,timegatestudios,jogos
Timeslip Softworks,Ireland,,,timeslipsoftworks,jogos
Tin Can Studio,France,https://tin-can-studio.com/,tin-can-studio.com,tincanstudio,jogos
Tin Man Games,,,,tinmangames,jogos
Tindalos Interactive,France,http://tindalos-interactive.com/index.html,tindalos-interactive.com,tindalosinteractive,jogos
Tinimations,Norway,https://tinimations.net/,tinimations.net,tinimations,jogos
Tiny Bull Studios,,http://www.tinybullstudios.com/,tinybullstudios.com,tinybullstudios,jogos
Tiny Games,Italy,https://www.tinygames.it/,tinygames.it,tinygames,jogos
Tiny Warrior Games,,https://tinywarriorgames.com/,tinywarriorgames.com,tinywarriorgames,jogos
TinyCo,United States,http://tinyco.com,tinyco.com,tinyco,jogos
TinyMob Games,Canada,http://www.tinyrealmsgame.com,tinyrealmsgame.com,tinymobgames,jogos
Tinymoon,Spain,https://tinymoon.es/,tinymoon.es,tinymoon,jogos
Tinysoft,,,,tinysoft,jogos
Titus Interactive,France,,,titusinteractive,jogos
Tivola,Denmark,http://www.tivola.com/,tivola.com,tivola,jogos
Tivola,Germany,http://www.tivola.com/,tivola.com,tivola,jogos
Toadman Interactive,,https://toadmaninteractive.com/,toadmaninteractive.com,toadmaninteractive,jogos
Tobuscus Game Studios,,,,tobuscusgamestudios,jogos
ToeJam & Earl Productions,United States,http://www.tjande.com/,tjande.com,toejamearlproductions,jogos
Toka,France,,,toka,jogos
Tokkun Studio,,http://www.tokkunstudio.com/,tokkunstudio.com,tokkunstudio,jogos
Tomkorp Computer Solutions Inc.,,,,tomkorpcomputersolutionsinc,jogos
Tommy's Toys,,http://tommystoys.com/,tommystoys.com,tommystoys,jogos
Tomoaki Sugeno,,,,tomoakisugeno,jogos
Tonic Games,Denmark,,,tonicgames,jogos
TookiPalooki,New Zealand,https://tookipalooki.com/,tookipalooki.com,tookipalooki,jogos
Top Job GmbH,Austria,,,topjobgmbh,jogos
Top Ten Software,,,,toptensoftware,jogos
Topo Soft,Spain,,,toposoft,jogos
Toppluva,Sweden,http://www.toppluva.com/,toppluva.com,toppluva,jogos
Torn Banner Studios,Canada,http://www.tornbanner.com/,tornbanner.com,tornbannerstudios,jogos
Torpedo Software,,,,torpedosoftware,jogos
Torus Games,Australia,http://www.torus.com.au/,torus.com.au,torusgames,jogos
Total Mayhem Games,Netherlands,https://totalmayhemgames.com/,totalmayhemgames.com,totalmayhemgames,jogos
Total Monkery,United Kingdom,http://totalmonkery.com,totalmonkery.com,totalmonkery,jogos
Totally Games,United States,http://www.totallygames.com,totallygames.com,totallygames,jogos
Totem Arts,,https://totemarts.games/,totemarts.games,totemarts,jogos
Touch of Magic,,,,touchofmagic,jogos
Touchy,,,,touchy,jogos
Toukana Interactive,,https://toukana.com/,toukana.com,toukanainteractive,jogos
Tour De Pizza,,,,tourdepizza,jogos
Tover Health Tech B.V.,Netherlands,https://www.tover.care/,tover.care,toverhealthtechbv,jogos
Tower Five,France,https://www.towerfive.com/,towerfive.com,towerfive,jogos
Towerfag,,,,towerfag,jogos
Toxic Games,,https://www.toxicgames.co.uk/,toxicgames.co.uk,toxicgames,jogos
Toybox Games,,,,toyboxgames,jogos
Toyman,,,,toyman,jogos
Toys for Bob,United States,https://www.toysforbob.com,toysforbob.com,toysforbob,jogos
TrackTwenty,Finland,https://www.ea.com/studios/tracktwenty,ea.com,tracktwenty,jogos
Traffic Games,United Kingdom,,,trafficgames,jogos
Trains & Drivers,,,,trainsdrivers,jogos
Trainwreck Studios,,,,trainwreckstudios,jogos
Transcendent Games,,,,transcendentgames,jogos
Transhuman Design,Poland,http://www.thd.vg,thd.vg,transhumandesign,jogos
Transmission Games,,,,transmissiongames,jogos
Trapdoor,,,,trapdoor,jogos
Trass Games,,,,trassgames,jogos
Trauma Studios,United States,,,traumastudios,jogos
Travel by Train,,,,travelbytrain,jogos
Traveller's Tales,United Kingdom,http://www.ttgames.com/,ttgames.com,travellerstales,jogos
Travian Games,Germany,https://www.traviangames.com/de,traviangames.com,traviangames,jogos
Trecision,,,,trecision,jogos
TreeFortress Games,,,,treefortressgames,jogos
TreesPlease Games,United Kingdom,https://www.treespleasegames.com/,treespleasegames.com,treespleasegames,jogos
Treyarch,United States,https://www.treyarch.com/,treyarch.com,treyarch,jogos
TriBit Studio,Italy,http://www.tribitstudio.com/,tribitstudio.com,tribitstudio,jogos
TriSoft,United States,,,trisoft,jogos
Triangle,,http://www.route2.co.jp/,route2.co.jp,triangle,jogos
Triangle Factory,Belgium,https://www.triangle-factory.be,triangle-factory.be,trianglefactory,jogos
Triangle Studios,Netherlands,http://triangle-studios.com/,triangle-studios.com,trianglestudios,jogos
Triangular Pixels,,https://www.triangularpixels.com/,triangularpixels.com,triangularpixels,jogos
Triassic Games,,https://www.triassicgames.com/,triassicgames.com,triassicgames,jogos
Triband,Denmark,http://triband.net,triband.net,triband,jogos
Tribe Games,United States,https://www.tribe-games.com/,tribe-games.com,tribegames,jogos
Tribe Studios,Finland,http://www.dramagame.com,dramagame.com,tribestudios,jogos
TribePlay,,http://www.tribeplay.com/,tribeplay.com,tribeplay,jogos
Tribetoy,United States,https://tribetoy.com,tribetoy.com,tribetoy,jogos
Tribute Games,Canada,http://www.tributegames.com,tributegames.com,tributegames,jogos
Trick Nostalgie,,http://mugentrick.tubakurame.com/,mugentrick.tubakurame.com,tricknostalgie,jogos
Trickstar Games,,http://www.trickstargames.com/,trickstargames.com,trickstargames,jogos
Trickster Arts,Czech Republic,https://tricksterarts.com/,tricksterarts.com,tricksterarts,jogos
Trigger Labs,,http://www.triggerlabs.pl/,triggerlabs.pl,triggerlabs,jogos
Trilobyte,United States,http://www.trilobytegames.com/index.html,trilobytegames.com,trilobyte,jogos
Trilum Studios,,http://www.trilumstudios.com/,trilumstudios.com,trilumstudios,jogos
Trinity Project,,,,trinityproject,jogos
Trinity Team,Italy,https://www.trinityteamgames.com/,trinityteamgames.com,trinityteam,jogos
Trion Worlds,United States,http://www.trionworlds.com/en/,trionworlds.com,trionworlds,jogos
Triple Topping,Denmark,https://tripletopping.com/,tripletopping.com,tripletopping,jogos
Triple.B.Titles,United States,https://www.triplebtitles.com/,triplebtitles.com,triplebtitles,jogos
Tripod Studio,,,,tripodstudio,jogos
Tripwire Interactive,United States,http://www.tripwireinteractive.com/,tripwireinteractive.com,tripwireinteractive,jogos
Triskell Interactive,France,https://triskell-interactive.com,triskell-interactive.com,triskellinteractive,jogos
Triternion,Slovenia,https://triternion.com/,triternion.com,triternion,jogos
Triumph Studios,Netherlands,http://www.triumphstudios.com,triumphstudios.com,triumphstudios,jogos
Troglobytes Games,Spain,https://www.troglobytesgames.com,troglobytesgames.com,troglobytesgames,jogos
Troika Games,United States,http://www.troikagames.com/,troikagames.com,troikagames,jogos
TruSim,United Kingdom,http://www.trusim.com/,trusim.com,trusim,jogos
True Software Scandinavia,Sweden,https://www.truecaller.com/about,truecaller.com,truesoftwarescandinavia,jogos
Tsunami Games,United States,,,tsunamigames,jogos
Tummy Games,Serbia,https://tummygames.com/,tummygames.com,tummygames,jogos
Tunnel Vision Games,Denmark,https://tunnelvisiongames.com,tunnelvisiongames.com,tunnelvisiongames,jogos
Tunnel Vision Studio,Italy,http://www.tunnelvision.it/,tunnelvision.it,tunnelvisionstudio,jogos
Tuque Games,Canada,https://www.tuquegames.com/,tuquegames.com,tuquegames,jogos
Turbo Button,,http://www.turbo-button.com/,turbo-button.com,turbobutton,jogos
Turbo Pixel Studios,,,,turbopixelstudios,jogos
Turbo Tape Games,Norway,http://www.turbotapegames.com,turbotapegames.com,turbotapegames,jogos
TurboChilli Publishings,,https://turbochilli.com,turbochilli.com,turbochillipublishings,jogos
Turbulenz,United Kingdom,http://biz.turbulenz.com/,biz.turbulenz.com,turbulenz,jogos
Turmoil Games,Finland,,,turmoilgames,jogos
Turn 10 Studios,United States,https://turn10studios.com,turn10studios.com,turn10studios,jogos
Turner Interactive,,,,turnerinteractive,jogos
Turquoise Revival Games,,https://turquoiserevivalgames.com/,turquoiserevivalgames.com,turquoiserevivalgames,jogos
Turtle Cream,South Korea,,,turtlecream,jogos
Turtle Juice,,,,turtlejuice,jogos
TurtleBlaze,,,,turtleblaze,jogos
TutuToons,,,,tututoons,jogos
Tuxedo Labs,,https://www.tuxedolabs.com/,tuxedolabs.com,tuxedolabs,jogos
Twelve Games,Italy,,,twelvegames,jogos
Twice Circled,United Kingdom,https://www.twicecircled.com/,twicecircled.com,twicecircled,jogos
Twilight,United Kingdom,,,twilight,jogos
Twin Otter Studios,United States,,,twinotterstudios,jogos
Twinbeard Studios,United States,http://twinbeard.com/,twinbeard.com,twinbeardstudios,jogos
Twisted Pixel Games,United States,http://www.twistedpixelgames.com/,twistedpixelgames.com,twistedpixelgames,jogos
Twisted Tree Games,,http://twistedtreegames.com/,twistedtreegames.com,twistedtreegames,jogos
Two Guys from Andromeda,United States,http://www.guysfromandromeda.com,guysfromandromeda.com,twoguysfromandromeda,jogos
Two Point Studios,United Kingdom,https://www.twopointstudios.com/,twopointstudios.com,twopointstudios,jogos
Two Star Games,,,,twostargames,jogos
Two Tiny Dice,France,https://twotinydice.com,twotinydice.com,twotinydice,jogos
Two Tribes,Netherlands,http://twotribes.com,twotribes.com,twotribes,jogos
TwoPM Studios,,https://twopm.studio/,twopm.studio,twopmstudios,jogos
Twofaced Games,,,,twofacedgames,jogos
Tygron,,http://www.tygron.com/,tygron.com,tygron,jogos
Tyler Hurd,,,,tylerhurd,jogos
Typhoon Games,,,,typhoongames,jogos
Typhoon Studios,Canada,http://typhoonstudios.com,typhoonstudios.com,typhoonstudios,jogos
U-Play Online,Spain,http://uplayonline.com,uplayonline.com,uplayonline,jogos
U.S. Gold,United Kingdom,,,usgold,jogos
UFO Interactive Games,United States,http://ufointeractivegames.com/,ufointeractivegames.com,ufointeractivegames,jogos
UIG Entertainment,Germany,,,uigentertainment,jogos
UNIANA,South Korea,http://uniana.com/,uniana.com,uniana,jogos
US Games,United States,,,usgames,jogos
Ubisoft Abu Dhabi,,https://www.ubisoftgroup.com/fr-FR/a_propos_d_Ubisoft/presence_internationale/studio_abudhabi.aspx,ubisoftgroup.com,ubisoftabudhabi,jogos
Ubisoft Annecy,,https://www.ubisoftgroup.com/en-US/about_ubisoft/world_presence/studio_annecy.aspx/en,ubisoftgroup.com,ubisoftannecy,jogos
Ubisoft Australia,Australia,https://www.ubisoft.com/en-US/office/australia.aspx,ubisoft.com,ubisoftaustralia,jogos
Ubisoft Barcelona Mobile,Spain,,,ubisoftbarcelonamobile,jogos
Ubisoft Berlin,Germany,https://www.ubisoft.com/de-de/company/careers/locations/germany/berlin,ubisoft.com,ubisoftberlin,jogos
Ubisoft Blue Byte,Germany,https://www.ubisoft.com/de-de/company/careers/locations/germany/dusseldorf,ubisoft.com,ubisoftbluebyte,jogos
Ubisoft Casablanca,,http://www.ubi.com,ubi.com,ubisoftcasablanca,jogos
Ubisoft EMEA,,,,ubisoftemea,jogos
Ubisoft Ivory Tower,France,http://www.ivory-tower.fr/,ivory-tower.fr,ubisoftivorytower,jogos
Ubisoft Kyiv,Ukraine,https://www.ubisoft.com/en-us/company/careers/locations/kyiv,ubisoft.com,ubisoftkyiv,jogos
Ubisoft Leamington,United Kingdom,http://www.freestylegames.com,freestylegames.com,ubisoftleamington,jogos
Ubisoft Mainz,Germany,https://mainz.ubisoft.com/,mainz.ubisoft.com,ubisoftmainz,jogos
Ubisoft Montréal,Canada,https://montreal.ubisoft.com/,montreal.ubisoft.com,ubisoftmontral,jogos
Ubisoft Odesa,Ukraine,https://www.ubisoft.com/en-us/company/careers/locations/odesa,ubisoft.com,ubisoftodesa,jogos
Ubisoft Paris,France,https://www.ubisoft.com/en-US/studio/paris.aspx,ubisoft.com,ubisoftparis,jogos
Ubisoft Philippines,,,,ubisoftphilippines,jogos
Ubisoft Quebec,Canada,http://www.ubisoft.ca,ubisoft.ca,ubisoftquebec,jogos
Ubisoft Reflections,United Kingdom,http://reflections.ubisoft.com/index.html,reflections.ubisoft.com,ubisoftreflections,jogos
Ubisoft Romania,Romania,http://bucharest.ubisoft.com,bucharest.ubisoft.com,ubisoftromania,jogos
Ubisoft San Francisco,,https://www.ubisoft.com/en-US/studio/san-francisco.aspx,ubisoft.com,ubisoftsanfrancisco,jogos
Ubisoft Singapour,Singapore,https://www.ubisoft.com/fr-fr/company/careers/locations/singapore,ubisoft.com,ubisoftsingapour,jogos
Ubisoft South Korea,South Korea,https://www.ubisoft.com/en-US/office/south-korea.aspx,ubisoft.com,ubisoftsouthkorea,jogos
Ubisoft Toronto,Canada,http://www.ubisoft.ca/,ubisoft.ca,ubisofttoronto,jogos
Ufo Cat Games,,https://www.ufocatgames.com/,ufocatgames.com,ufocatgames,jogos
Uken Games,Canada,http://uken.com/,uken.com,ukengames,jogos
Uladzislau Basin,,,,uladzislaubasin,jogos
Umbrella,,http://umbrella.wtf,umbrella.wtf,umbrella,jogos
Un Je Ne Sais Quoi,France,http://www.unjenesaisquoi.fr/,unjenesaisquoi.fr,unjenesaisquoi,jogos
Un pas fragile Team,France,,,unpasfragileteam,jogos
Unconditional Studios LLC,United States,,,unconditionalstudiosllc,jogos
Undercoders,Spain,https://www.undercoders.com/,undercoders.com,undercoders,jogos
Underground Development,United States,http://www.undergrounddev.com,undergrounddev.com,undergrounddevelopment,jogos
Undertow Games,Finland,https://undertowgames.com/,undertowgames.com,undertowgames,jogos
UnexEvo,,,,unexevo,jogos
Unexpected Studio,France,https://www.unexpected-studio.com/,unexpected-studio.com,unexpectedstudio,jogos
Unfold Games,United States,https://www.unfoldgames.org/,unfoldgames.org,unfoldgames,jogos
Unhexigion,,https://unhexigion.com,unhexigion.com,unhexigion,jogos
Unicorn Multimedia Corporation,,,,unicornmultimediacorporation,jogos
Unicorn-A,,,,unicorna,jogos
Unigine Company,Luxembourg,http://unigine.com/company/,unigine.com,uniginecompany,jogos
Union Workshop,,,,unionworkshop,jogos
United Front Games,Canada,http://www.unitedfrontgames.com/,unitedfrontgames.com,unitedfrontgames,jogos
"Universal Interactive Studios, Inc.",United States,,,universalinteractivestudiosinc,jogos
Universally Speaking Ltd.,United Kingdom,,,universallyspeakingltd,jogos
Universomo,Finland,,,universomo,jogos
Unknown Worlds Entertainment,United States,http://www.unknownworlds.com/,unknownworlds.com,unknownworldsentertainment,jogos
Unlimited Fly Games,,,,unlimitedflygames,jogos
Unreal Software,,,,unrealsoftware,jogos
UnrealDevelopment,,,,unrealdevelopment,jogos
Unreliable Narrators,,,,unreliablenarrators,jogos
Untame,,,,untame,jogos
Unwound Games,,https://unwoundgames.com/,unwoundgames.com,unwoundgames,jogos
Uphill Games,United Kingdom,https://uphill-games.com,uphill-games.com,uphillgames,jogos
Uplift Games,,https://uplift.games/,uplift.games,upliftgames,jogos
Uppercut Games,Australia,,,uppercutgames,jogos
Upside Studios,Sweden,http://www.upsidestudios.se,upsidestudios.se,upsidestudios,jogos
Upstairs Digital,Denmark,https://www.upstairsdigital.com/,upstairsdigital.com,upstairsdigital,jogos
Upstream Arcade,United Kingdom,https://www.upstreamarcade.com/,upstreamarcade.com,upstreamarcade,jogos
Urban Games,Switzerland,https://urbangames.com/,urbangames.com,urbangames,jogos
Urbanscan,,,,urbanscan,jogos
Urchin Games,,,,urchingames,jogos
Us:track,,http://ustrack.amusecraft.com/top.html,ustrack.amusecraft.com,ustrack,jogos
Usurpator AB,,,,usurpatorab,jogos
Utopian World of Sandwiches,,https://www.utopianworldofsandwiches.com/,utopianworldofsandwiches.com,utopianworldofsandwiches,jogos
Utopos Games,United States,https://www.utoposgames.com/,utoposgames.com,utoposgames,jogos
Uvula,United States,https://uvula.jp,uvula.jp,uvula,jogos
V1 Interactive,United States,https://v1interactive.com/,v1interactive.com,v1interactive,jogos
VALOFE,South Korea,https://www.valofe.com/,valofe.com,valofe,jogos
VCC Entertainment,Germany,,,vccentertainment,jogos
VG Entertainment,,https://vgentertainment.com/,vgentertainment.com,vgentertainment,jogos
VG Games,Romania,,,vggames,jogos
VIS - Visual Imagination Software,,,,visvisualimaginationsoftware,jogos
VIS Entertainment,United Kingdom,,,visentertainment,jogos
VOID Interactive,,https://voidinteractive.net/,voidinteractive.net,voidinteractive,jogos
VR Designs,,,,vrdesigns,jogos
VRChat Inc.,,,,vrchatinc,jogos
VRUnicorns,,,,vrunicorns,jogos
Valcon Games,United States,http://www.valcongames.com/,valcongames.com,valcongames,jogos
Valiant Game Studio,Sweden,http://valiant.se/,valiant.se,valiantgamestudio,jogos
Valkyrie Entertainment,United States,http://valkyrie-entertainment.com,valkyrie-entertainment.com,valkyrieentertainment,jogos
Vantage Studios,,,,vantagestudios,jogos
VaragtP,,,,varagtp,jogos
Variable State,,http://variablestate.com,variablestate.com,variablestate,jogos
Vatra Games,Czech Republic,http://www.vatragames.com,vatragames.com,vatragames,jogos
Vavel Games,,http://www.vavel.gs/,vavel.gs,vavelgames,jogos
Vblank Entertainment,,https://www.vblank.com,vblank.com,vblankentertainment,jogos
Vector Unit,United States,http://www.vectorunit.com,vectorunit.com,vectorunit,jogos
VectorCell,France,,,vectorcell,jogos
VectorStorm,,https://www.vectorstorm.com.au/,vectorstorm.com.au,vectorstorm,jogos
Vectorbeam,,,,vectorbeam,jogos
"Vectorpark, Inc.",,,,vectorparkinc,jogos
Veitikka Studios,,,,veitikkastudios,jogos
Vektor Grafix,United Kingdom,,,vektorgrafix,jogos
Venan Entertainment,United States,http://www.venan.com/,venan.com,venanentertainment,jogos
Venom Games,United Kingdom,,,venomgames,jogos
Venturous,Sweden,https://venturous.se,venturous.se,venturous,jogos
Veritable Joy Studios,United States,https://veritablejoystudios.com/,veritablejoystudios.com,veritablejoystudios,jogos
Vertex Pop,Canada,http://www.vertexpop.com,vertexpop.com,vertexpop,jogos
Vertical,France,http://vertic.al/,vertic.al,vertical,jogos
Vertical Reach,Portugal,https://verticalreach.pt/,verticalreach.pt,verticalreach,jogos
Vertical Robot,Spain,http://www.verticalrobot.com/,verticalrobot.com,verticalrobot,jogos
Vertigo Games,Netherlands,https://vertigo-games.com/,vertigo-games.com,vertigogames,jogos
Vertigo Games,South Korea,https://www.vertigogames.com,vertigogames.com,vertigogames,jogos
Vertigo Gaming,,https://www.vertigogaming.net/,vertigogaming.net,vertigogaming,jogos
VeryHardMemeStudio,,,,veryhardmemestudio,jogos
VestGames,Germany,https://vestgames.com/,vestgames.com,vestgames,jogos
Vewo Interactive,,http://www.vewointeractive.com/,vewointeractive.com,vewointeractive,jogos
ViJuDa,Spain,,,vijuda,jogos
ViNovella,,,,vinovella,jogos
Viacom NEXT,,,,viacomnext,jogos
Viacom New Media,United States,,,viacomnewmedia,jogos
Vicious Cycle Software,United States,http://www.viciouscycleinc.com/,viciouscycleinc.com,viciouscyclesoftware,jogos
Victoria Games,,,,victoriagames,jogos
Victory Games,United States,,,victorygames,jogos
Victory Works,,,,victoryworks,jogos
Vid Kidz,United States,,,vidkidz,jogos
Videlectrix,,http://www.videlectrix.com/,videlectrix.com,videlectrix,jogos
Video Games Deluxe,Australia,,,videogamesdeluxe,jogos
Videocult,United States,http://videocultmedia.com,videocultmedia.com,videocult,jogos
Vidipix,,,,vidipix,jogos
Viewport Games,,,,viewportgames,jogos
Vigil Games,United States,http://www.vigilgames.com:80/,vigilgames.com:80,vigilgames,jogos
Vikerlane,United Kingdom,https://vikerlane.com/,vikerlane.com,vikerlane,jogos
Viking Tao,,,,vikingtao,jogos
Vile Monarch,Poland,https://vilemonarch.com,vilemonarch.com,vilemonarch,jogos
Vilegacy,,https://vilegacy.com/,vilegacy.com,vilegacy,jogos
Villa Gorilla AB,Sweden,http://villa-gorilla.com,villa-gorilla.com,villagorillaab,jogos
Vine,,https://www.vine.dev/,vine.dev,vine,jogos
Vioma Digital Entertainment,Sweden,,,viomadigitalentertainment,jogos
Vir2L Studios,,http://www.vir2l.com/,vir2l.com,vir2lstudios,jogos
Virgin Studios London,United Kingdom,,,virginstudioslondon,jogos
Virtual Air Guitar Company,Finland,http://www.virtualairguitar.com/,virtualairguitar.com,virtualairguitarcompany,jogos
Virtual Basement LLC,United States,http://www.virtualbasement.com/,virtualbasement.com,virtualbasementllc,jogos
"Virtual Heroes, Inc.",United States,http://www.virtualheroes.com/,virtualheroes.com,virtualheroesinc,jogos
Virtual Identity S.r.l.,Italy,,,virtualidentitysrl,jogos
Virtual Kiss,,,,virtualkiss,jogos
Virtual Playground,United Kingdom,http://virtual-playground.co.uk,virtual-playground.co.uk,virtualplayground,jogos
Virtual Programming,,,,virtualprogramming,jogos
Virtual Rail Creations,,,,virtualrailcreations,jogos
Virtual Regatta SAS,France,http://www.virtualregatta.com/,virtualregatta.com,virtualregattasas,jogos
Virtual Toys,Spain,,,virtualtoys,jogos
Virtualex,,,,virtualex,jogos
